,Index,Country,Gender,Demographics Question,Demographics Response,Question,Value,Status
2425,2425,Colombia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1.4,Very High
2426,2426,Colombia,F,Marital status,Married or living together,... if she goes out without telling him,1.3,Very High
2427,2427,Colombia,F,Marital status,Never married,... if she goes out without telling him,1.2,Very High
2428,2428,Colombia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1.3,Very High
2429,2429,Colombia,F,Marital status,Married or living together,... if she neglects the children,2.7,Very High
2430,2430,Colombia,F,Marital status,Never married,... if she neglects the children,1.9,Very High
2431,2431,Colombia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2.4,Very High
2432,2432,Colombia,F,Marital status,Married or living together,... if she refuses to have sex with him,1.0,Very High
2433,2433,Colombia,F,Marital status,Never married,... if she refuses to have sex with him,1.2,Very High
2434,2434,Colombia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1.3,Very High
2435,2435,Colombia,F,Residence,Rural,... for at least one specific reason,5.8,High
2436,2436,Colombia,F,Residence,Urban,... for at least one specific reason,2.4,Very High
2437,2437,Colombia,F,Residence,Rural,... if she argues with him,1.6,Very High
2438,2438,Colombia,F,Residence,Urban,... if she argues with him,1.2,Very High
2439,2439,Colombia,F,Residence,Rural,... if she goes out without telling him,1.8,Very High
2440,2440,Colombia,F,Residence,Urban,... if she goes out without telling him,1.1,Very High
2441,2441,Colombia,F,Residence,Rural,... if she neglects the children,4.3,Very High
2442,2442,Colombia,F,Residence,Urban,... if she neglects the children,1.9,Very High
2443,2443,Colombia,F,Residence,Rural,... if she refuses to have sex with him,1.4,Very High
2444,2444,Colombia,F,Residence,Urban,... if she refuses to have sex with him,1.0,Very High
2445,2445,Colombia,M,Age,15-24,... for at least one specific reason,4.8,Very High
2446,2446,Colombia,M,Age,25-34,... for at least one specific reason,3.7,Very High
2447,2447,Colombia,M,Age,35-49,... for at least one specific reason,4.0,Very High
2448,2448,Colombia,M,Age,15-24,... if she argues with him,1.7,Very High
2449,2449,Colombia,M,Age,25-34,... if she argues with him,1.2,Very High
2450,2450,Colombia,M,Age,35-49,... if she argues with him,1.3,Very High
2451,2451,Colombia,M,Age,15-24,... if she goes out without telling him,1.7,Very High
2452,2452,Colombia,M,Age,25-34,... if she goes out without telling him,1.3,Very High
2453,2453,Colombia,M,Age,35-49,... if she goes out without telling him,1.3,Very High
2454,2454,Colombia,M,Age,15-24,... if she neglects the children,3.5,Very High
2455,2455,Colombia,M,Age,25-34,... if she neglects the children,2.8,Very High
2456,2456,Colombia,M,Age,35-49,... if she neglects the children,2.7,Very High
2457,2457,Colombia,M,Age,15-24,... if she refuses to have sex with him,1.6,Very High
2458,2458,Colombia,M,Age,25-34,... if she refuses to have sex with him,1.1,Very High
2459,2459,Colombia,M,Age,35-49,... if she refuses to have sex with him,1.2,Very High
2460,2460,Colombia,M,Education,Higher,... for at least one specific reason,1.7,Very High
2461,2461,Colombia,M,Education,No education,... for at least one specific reason,13.2,Medium
2462,2462,Colombia,M,Education,Primary,... for at least one specific reason,7.5,High
2463,2463,Colombia,M,Education,Secondary,... for at least one specific reason,4.1,Very High
2464,2464,Colombia,M,Education,Higher,... if she argues with him,0.7,Very High
2465,2465,Colombia,M,Education,No education,... if she argues with him,2.3,Very High
2466,2466,Colombia,M,Education,Primary,... if she argues with him,2.3,Very High
2467,2467,Colombia,M,Education,Secondary,... if she argues with him,1.5,Very High
2468,2468,Colombia,M,Education,Higher,... if she goes out without telling him,0.8,Very High
2469,2469,Colombia,M,Education,No education,... if she goes out without telling him,3.2,Very High
2470,2470,Colombia,M,Education,Primary,... if she goes out without telling him,3.0,Very High
2471,2471,Colombia,M,Education,Secondary,... if she goes out without telling him,1.2,Very High
2472,2472,Colombia,M,Education,Higher,... if she neglects the children,1.2,Very High
2473,2473,Colombia,M,Education,No education,... if she neglects the children,9.4,High
2474,2474,Colombia,M,Education,Primary,... if she neglects the children,5.4,High
2475,2475,Colombia,M,Education,Secondary,... if she neglects the children,2.9,Very High
2476,2476,Colombia,M,Education,Higher,... if she refuses to have sex with him,0.7,Very High
2477,2477,Colombia,M,Education,No education,... if she refuses to have sex with him,4.2,Very High
2478,2478,Colombia,M,Education,Primary,... if she refuses to have sex with him,2.1,Very High
2479,2479,Colombia,M,Education,Secondary,... if she refuses to have sex with him,1.3,Very High
2480,2480,Colombia,M,Employment,Employed for cash,... for at least one specific reason,4.1,Very High
2481,2481,Colombia,M,Employment,Employed for kind,... for at least one specific reason,7.5,High
2482,2482,Colombia,M,Employment,Unemployed,... for at least one specific reason,4.2,Very High
2483,2483,Colombia,M,Employment,Employed for cash,... if she argues with him,1.4,Very High
2484,2484,Colombia,M,Employment,Employed for kind,... if she argues with him,2.0,Very High
2485,2485,Colombia,M,Employment,Unemployed,... if she argues with him,1.7,Very High
2486,2486,Colombia,M,Employment,Employed for cash,... if she goes out without telling him,1.4,Very High
2487,2487,Colombia,M,Employment,Employed for kind,... if she goes out without telling him,2.3,Very High
2488,2488,Colombia,M,Employment,Unemployed,... if she goes out without telling him,1.5,Very High
2489,2489,Colombia,M,Employment,Employed for cash,... if she neglects the children,3.0,Very High
2490,2490,Colombia,M,Employment,Employed for kind,... if she neglects the children,4.1,Very High
2491,2491,Colombia,M,Employment,Unemployed,... if she neglects the children,2.8,Very High
2492,2492,Colombia,M,Employment,Employed for cash,... if she refuses to have sex with him,1.2,Very High
2493,2493,Colombia,M,Employment,Employed for kind,... if she refuses to have sex with him,3.3,Very High
2494,2494,Colombia,M,Employment,Unemployed,... if she refuses to have sex with him,1.8,Very High
2495,2495,Colombia,M,Marital status,Married or living together,... for at least one specific reason,4.0,Very High
2496,2496,Colombia,M,Marital status,Never married,... for at least one specific reason,4.3,Very High
2497,2497,Colombia,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,4.3,Very High
2498,2498,Colombia,M,Marital status,Married or living together,... if she argues with him,1.3,Very High
2499,2499,Colombia,M,Marital status,Never married,... if she argues with him,1.5,Very High
2500,2500,Colombia,M,Marital status,"Widowed, divorced, separated",... if she argues with him,1.2,Very High
2501,2501,Colombia,M,Marital status,Married or living together,... if she goes out without telling him,1.4,Very High
2502,2502,Colombia,M,Marital status,Never married,... if she goes out without telling him,1.4,Very High
2503,2503,Colombia,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1.5,Very High
2504,2504,Colombia,M,Marital status,Married or living together,... if she neglects the children,3.0,Very High
2505,2505,Colombia,M,Marital status,Never married,... if she neglects the children,2.9,Very High
2506,2506,Colombia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,3.3,Very High
2507,2507,Colombia,M,Marital status,Married or living together,... if she refuses to have sex with him,1.2,Very High
2508,2508,Colombia,M,Marital status,Never married,... if she refuses to have sex with him,1.4,Very High
2509,2509,Colombia,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1.2,Very High
2510,2510,Colombia,M,Residence,Rural,... for at least one specific reason,6.8,High
2511,2511,Colombia,M,Residence,Urban,... for at least one specific reason,3.4,Very High
2512,2512,Colombia,M,Residence,Rural,... if she argues with him,2.2,Very High
2513,2513,Colombia,M,Residence,Urban,... if she argues with him,1.2,Very High
2514,2514,Colombia,M,Residence,Rural,... if she goes out without telling him,2.6,Very High
2515,2515,Colombia,M,Residence,Urban,... if she goes out without telling him,1.1,Very High
2516,2516,Colombia,M,Residence,Rural,... if she neglects the children,5.0,
2517,2517,Colombia,M,Residence,Urban,... if she neglects the children,2.4,Very High
2518,2518,Colombia,M,Residence,Rural,... if she refuses to have sex with him,2.1,Very High
2519,2519,Colombia,M,Residence,Urban,... if she refuses to have sex with him,1.1,Very High
2520,2520,Comoros,F,Education,Higher,... if she burns the food,6.7,High
2521,2521,Comoros,F,Residence,Urban,... if she burns the food,7.1,High
2522,2522,Comoros,F,Age,35-49,... if she burns the food,10.0,
2523,2523,Comoros,F,Employment,Employed for cash,... if she burns the food,11.1,Medium
2524,2524,Comoros,F,Marital status,"Widowed, divorced, separated",... if she burns the food,11.1,Medium
2525,2525,Comoros,F,Age,25-34,... if she burns the food,11.6,Medium
2526,2526,Comoros,F,Education,Secondary,... if she burns the food,11.6,Medium
2527,2527,Comoros,F,Employment,Unemployed,... if she burns the food,12.1,Medium
2528,2528,Comoros,F,Marital status,Married or living together,... if she burns the food,12.2,Medium
2529,2529,Comoros,F,Education,Primary,... if she burns the food,13.7,Medium
2530,2530,Comoros,F,Marital status,Never married,... if she burns the food,14.0,Medium
2531,2531,Comoros,F,Age,15-24,... if she burns the food,15.1,Medium
2532,2532,Comoros,F,Education,No education,... if she burns the food,15.3,Medium
2533,2533,Comoros,F,Residence,Rural,... if she burns the food,15.5,Medium
2534,2534,Comoros,F,Employment,Employed for kind,... if she burns the food,18.3,Medium
2535,2535,Comoros,M,Education,Higher,... if she burns the food,0.8,Very High
2536,2536,Comoros,M,Age,35-49,... if she burns the food,0.9,Very High
2537,2537,Comoros,M,Employment,Unemployed,... if she burns the food,1.8,Very High
2538,2538,Comoros,M,Marital status,Married or living together,... if she burns the food,2.2,Very High
2539,2539,Comoros,M,Residence,Urban,... if she burns the food,2.3,Very High
2540,2540,Comoros,M,Education,Secondary,... if she burns the food,2.5,Very High
2541,2541,Comoros,M,Employment,Employed for cash,... if she burns the food,2.7,Very High
2542,2542,Comoros,M,Age,25-34,... if she burns the food,2.9,Very High
2543,2543,Comoros,M,Residence,Rural,... if she burns the food,3.5,Very High
2544,2544,Comoros,M,Marital status,"Widowed, divorced, separated",... if she burns the food,3.6,Very High
2545,2545,Comoros,M,Education,Primary,... if she burns the food,3.8,Very High
2546,2546,Comoros,M,Marital status,Never married,... if she burns the food,4.1,Very High
2547,2547,Comoros,M,Age,15-24,... if she burns the food,4.8,Very High
2548,2548,Comoros,M,Education,No education,... if she burns the food,4.9,Very High
2549,2549,Comoros,M,Employment,Employed for kind,... if she burns the food,5.5,High
2550,2550,Comoros,F,Age,15-24,... for at least one specific reason,42.5,Low
2551,2551,Comoros,F,Age,25-34,... for at least one specific reason,36.0,Low
2552,2552,Comoros,F,Age,35-49,... for at least one specific reason,36.6,Low
2553,2553,Comoros,F,Age,15-24,... if she argues with him,18.1,Medium
2554,2554,Comoros,F,Age,25-34,... if she argues with him,14.2,Medium
2555,2555,Comoros,F,Age,35-49,... if she argues with him,13.4,Medium
2556,2556,Comoros,F,Age,15-24,... if she goes out without telling him,30.6,Low
2557,2557,Comoros,F,Age,25-34,... if she goes out without telling him,26.4,Low
2558,2558,Comoros,F,Age,35-49,... if she goes out without telling him,27.0,Low
2559,2559,Comoros,F,Age,15-24,... if she neglects the children,32.9,Low
2560,2560,Comoros,F,Age,25-34,... if she neglects the children,27.0,Low
2561,2561,Comoros,F,Age,35-49,... if she neglects the children,27.7,Low
2562,2562,Comoros,F,Age,15-24,... if she refuses to have sex with him,20.6,Medium
2563,2563,Comoros,F,Age,25-34,... if she refuses to have sex with him,19.9,Medium
2564,2564,Comoros,F,Age,35-49,... if she refuses to have sex with him,19.0,Medium
2565,2565,Comoros,F,Education,Higher,... for at least one specific reason,23.7,Medium
2566,2566,Comoros,F,Education,No education,... for at least one specific reason,39.7,Low
2567,2567,Comoros,F,Education,Primary,... for at least one specific reason,41.8,Low
2568,2568,Comoros,F,Education,Secondary,... for at least one specific reason,40.7,Low
2569,2569,Comoros,F,Education,Higher,... if she argues with him,6.9,High
2570,2570,Comoros,F,Education,No education,... if she argues with him,18.1,Medium
2571,2571,Comoros,F,Education,Primary,... if she argues with him,15.3,Medium
2572,2572,Comoros,F,Education,Secondary,... if she argues with him,16.1,Medium
2573,2573,Comoros,F,Education,Higher,... if she goes out without telling him,16.1,Medium
2574,2574,Comoros,F,Education,No education,... if she goes out without telling him,29.1,Low
2575,2575,Comoros,F,Education,Primary,... if she goes out without telling him,32.5,Low
2576,2576,Comoros,F,Education,Secondary,... if she goes out without telling him,28.7,Low
2577,2577,Comoros,F,Education,Higher,... if she neglects the children,17.6,Medium
2578,2578,Comoros,F,Education,No education,... if she neglects the children,29.6,Low
2579,2579,Comoros,F,Education,Primary,... if she neglects the children,33.1,Low
2580,2580,Comoros,F,Education,Secondary,... if she neglects the children,31.2,Low
2581,2581,Comoros,F,Education,Higher,... if she refuses to have sex with him,12.9,Medium
2582,2582,Comoros,F,Education,No education,... if she refuses to have sex with him,22.7,Medium
2583,2583,Comoros,F,Education,Primary,... if she refuses to have sex with him,22.7,Medium
2584,2584,Comoros,F,Education,Secondary,... if she refuses to have sex with him,18.3,Medium
2585,2585,Comoros,F,Employment,Employed for cash,... for at least one specific reason,39.7,Low
